"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3TCFMTM8HEBA7BEDIC4QD35A0CL21F","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:11 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 07:34:50 PDT 2018","","","3Y9N9SS8LZYW68O2S77SMY7W8FFD3R","A2C27YTQSQ1GXS","Rejected","Wed Jul 11 08:36:38 PDT 2018","Wed Jul 11 08:37:49 PDT 2018","Sat Jul 14 08:37:49 PDT 2018","","Fri Jul 13 07:34:50 PDT 2018","High number of poor quality submissions. It is obvious this worker did not read the instructions.","71","0% (0/13)","0% (0/13)","0% (0/13)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.aol.mobile.aolapp-screens/screenshot_2.png","This is a terms of service for aol","Privacy","What information is used in aol","An agreement","What is aol about","",""
"3A520CCNWNNYWF3T7FSKQ57219HEAH","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Tue Jul 31 10:35:32 PDT 2018","","","3TXD01ZLD54356ISEG20633Q8F94UG","AM1L23HD95KO8","Rejected","Wed Jul 11 08:59:58 PDT 2018","Wed Jul 11 09:01:07 PDT 2018","Sat Jul 14 09:01:07 PDT 2018","","Wed Jul 11 10:35:32 PDT 2018","Posting 'none' or 'n/a' for all descriptions instead of completing the task","69","0% (0/5)","0% (0/5)","0% (0/5)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cookware.breadrecipes-screens/screenshot_4.png","OTHER LANGUAGES","RECOMMENDED LANGUAGES","N/A","N/A","N/A","",""
"3P458N04Q14IXCZ6P5PX8C9B5R02X7","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:20 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:16 PDT 2018","","","3TY7ZAOG5G783MVF11BWOD4FPCZ0K3","A22Y27CKGBT89O","Rejected","Wed Jul 11 09:31:43 PDT 2018","Wed Jul 11 09:32:54 PDT 2018","Sat Jul 14 09:32:54 PDT 2018","","Fri Jul 13 09:24:16 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","71","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doctor.ui-screens/screenshot_4.png","This is a popup notification alerting a user to enter a password.","An alert is displayed in the center of the frame.","The alert notifies the user to enter a password.","A 'continue' button is located at the bottom of the notification box.","The active notification is displayed above the grayed out inactive app window.","x",""
"3V0TR1NRVAPG4D60I9G7HJVBOKN4A1","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:26 PDT 2018","","","3DIP6YHAPDFNZB880JD8JXXTPO7E81","A1MFR8AR96VI0J","Rejected","Thu Jul 12 03:06:09 PDT 2018","Thu Jul 12 03:09:40 PDT 2018","Sun Jul 15 03:09:40 PDT 2018","","Fri Jul 13 09:24:25 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","211","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/iflix.play-screens/screenshot_3.png","This is a movie and entertainment streaming app or service.","At the top of the screen in the centre is the name or brand of the app.","Under the app name and nearer the centre of the screen is the name of the movie or entertainment.","At the bottom of the screen and in the centre is a login link for the user to access the service.","Above the login link are five dashes indicating which page is active in this case page 3 is active.","",""
"386T3MLZLNILM1VK2A9R9PZ3HK780L","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:25 PDT 2018","3","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 13:00:43 PDT 2018","","","31UV0MXWNRZGSYRSY4WWSSLUF00I5H","A1MFR8AR96VI0J","Rejected","Thu Jul 12 08:38:40 PDT 2018","Thu Jul 12 08:42:28 PDT 2018","Sun Jul 15 08:42:28 PDT 2018","","Fri Jul 13 13:00:42 PDT 2018","We only want you to describe UI components with functionality to them; low level 1 and low level 3 are good, but low level 2 and 4 do not describe functionality.","228","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobileguru.candyjourney.free-screens/screenshot_1.png","This is the home page or start page for a game or app.","In the centre of the screen is a large pink play button which will begin the game or app.","Just above the play button is the name of the game or app in a colourful font.","Below the play button are four square buttons which the user can click to select the music, the volume, whether to like it and a further fourth option.","In the background are images and graphics relating to the game or app.","",""
"386T3MLZLNILM1VK2A9R9PZ3HK780L","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:25 PDT 2018","3","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 13:00:43 PDT 2018","","","339ANSOTR6PJAHCV5R02UH4BBTZIK9","A1PNBUQ202QH0T","Rejected","Mon Jul 09 14:16:15 PDT 2018","Mon Jul 09 14:18:37 PDT 2018","Thu Jul 12 14:18:37 PDT 2018","","Mon Jul 09 15:33:30 PDT 2018","One word answers and intentionally spamming","142","0% (0/30)","0% (0/30)","0% (0/30)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobileguru.candyjourney.free-screens/screenshot_1.png","nice","ok","good","ok","nice","",""
"3ACRLU860N13FP8LDTSGLGR8JR2EBC","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 13:57:02 PDT 2018","","","3RRCEFRB7NZO979MEPL51DB2JQ7B43","A1USYYS8TPQ31A","Rejected","Tue Jul 10 20:50:03 PDT 2018","Tue Jul 10 20:52:26 PDT 2018","Fri Jul 13 20:52:26 PDT 2018","","Thu Jul 12 13:57:02 PDT 2018","High Level caption does not describe the screen's functionality.","143","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/tamer.android.prayertimes-screens/screenshot_3.png","This screen shows a completed search for apps published by Tamer Mohamed.","At the top center of the screen is an textual input field for prescribing search terms","To the right of the text input field is an arrow button to return to the previous menu","To the right of the text input field is a button to commence voice input","In the center of the screen is a grid of application data","",""
"3LEG2HW4UFA1XQ8LPBJB25941M42FG","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:14 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:28 PDT 2018","","","3X65QVEQI1A3HK8DYHGHYEJWOEALCM","A1MFR8AR96VI0J","Rejected","Thu Jul 12 04:50:58 PDT 2018","Thu Jul 12 04:56:50 PDT 2018","Sun Jul 15 04:56:50 PDT 2018","","Fri Jul 13 09:24:27 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","352","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.androidrocker.callblocker-screens/screenshot_6.png","This is a feedback page or site for an app or website.","At the top of the screen is a grey bar with a previous or back button on the left hand side.","Just under the grey bar at the top is a menu consisting of rows of user feeback mechanisms.","In the foreground and in the centre of the screen is a message box making a suggestion to the user.","At the bottom of the dialog box are two buttons. One to report a problem and the other to cancel.","",""
"3MVY4USGB6AECGR9KY42WKZ0F8USIZ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:16 PDT 2018","3","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 08:42:51 PDT 2018","","","30LSNF239VIOT185GLUYULIHUXB2ID","A2QE7F8TI3NAGI","Rejected","Tue Jul 10 03:21:05 PDT 2018","Tue Jul 10 03:22:11 PDT 2018","Fri Jul 13 03:22:11 PDT 2018","","Tue Jul 10 06:15:39 PDT 2018","One word answers that have nothing to do with the assignment","66","0% (0/4)","0% (0/4)","0% (0/4)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hecorat.acapella-screens/screenshot_2.png","nothing","nothing","nothing","nothing","nothing","",""
"3MVY4USGB6AECGR9KY42WKZ0F8USIZ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:16 PDT 2018","3","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 08:42:51 PDT 2018","","","33OOO72IVI8R0XGI7QI8K5TCHGATCM","A4TH0P4UFF7I7","Rejected","Wed Jul 11 17:23:05 PDT 2018","Wed Jul 11 17:24:00 PDT 2018","Sat Jul 14 17:24:00 PDT 2018","","Fri Jul 13 08:42:50 PDT 2018","99% of this worker's submissions blatantly disregarded the task. Descriptions consistently lack functionality, and the bottom bar is described in virtually every one of his descriptions, even the instructions say not to do so.","55","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hecorat.acapella-screens/screenshot_2.png","This is the page of an app to create a college","There is a plus sign you can click to add certain elements","There are other preset windows you can choose from at the bottom","There is a love feed of the camera in certain windows","There is a persistent navigation bar at the bottom for the OS","",""
"3H1C3QRA016MPU0RRTOBW0XQ1C2ECJ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 13:00:42 PDT 2018","","","3MMN5BL1W0RZA2UF506V5OURICGM3W","A1MFR8AR96VI0J","Rejected","Thu Jul 12 08:22:03 PDT 2018","Thu Jul 12 08:27:23 PDT 2018","Sun Jul 15 08:27:23 PDT 2018","","Fri Jul 13 13:00:42 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","320","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cam001.selfie-screens/screenshot_2.png","This is a settings page for camera and photo functionality.","At the top of the screen is a white title bar and on the left hand side of it is a back button.","Underneath the title bar and on the left hand side are a list of customisable functions and settings under various headers.","Under the title bar and on the right hand side are some slider toggle buttons allowing the user to switch on and off various features.","The bottom third of the screen contains a menu of settings, some with the word NEW next to them. This might mean a recent update to this particular feature.","",""
"37OPIVELUUQAGPUVXG0QB84FTP9AHT","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:25 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 08:42:53 PDT 2018","","","3R9WASFE203UPL9R4KXREZFWZPLFZW","A4TH0P4UFF7I7","Rejected","Wed Jul 11 16:32:22 PDT 2018","Wed Jul 11 16:33:43 PDT 2018","Sat Jul 14 16:33:43 PDT 2018","","Fri Jul 13 08:42:53 PDT 2018","99% of this worker's submissions blatantly disregarded the task. Descriptions consistently lack functionality, and the bottom bar is described in virtually every one of his descriptions, even the instructions say not to do so.","81","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.prism.howtodraw.cute.things-screens/screenshot_2.png","This is a screenshot of some sketching app where you can draw certain things","You can interact with the canvas as if you were actually drawing on it","You can select certain colors and functions in the upper and lower segments","There is a step counter in the bottom right","There is a persistent navigation bar at the bottom for the OS","",""
"31D0ZWOD0AMZ5POZZ8T55G5Y7870AH","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:25 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:32:12 PDT 2018","","","3R6P78PK7LY4H9WN9CERAWERFT8TG8","A2ZZB9FPELD4J4","Rejected","Mon Jul 09 15:00:25 PDT 2018","Mon Jul 09 15:02:12 PDT 2018","Thu Jul 12 15:02:12 PDT 2018","","Thu Jul 12 10:32:11 PDT 2018","Most of the low level descriptions don't contain functionality descriptions","107","33% (13/39)","33% (13/39)","33% (13/39)","http://173.255.245.197:8080/GEMMA-CP/Clarity/au.com.allhomes-screens/screenshot_1.png","General terms and conditions","To much information","Letters to small and compact","All terms on renting","All homes terms and conditions.","",""
"3ZLW647WALI6HESS5GI91WK7YWZ237","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:11 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:29:55 PDT 2018","","","3RXPCZQMQQY38PKE7TUH4QVWNG2G1J","A2ZZB9FPELD4J4","Rejected","Tue Jul 10 06:58:50 PDT 2018","Tue Jul 10 07:01:17 PDT 2018","Fri Jul 13 07:01:17 PDT 2018","","Thu Jul 12 20:29:54 PDT 2018","High level caption does not describe functionality","147","33% (13/39)","33% (13/39)","33% (13/39)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gainsco.app-screens/screenshot_1.png","A car insurance website","The top of the page is the company name","Jus below is the top there a column where you can input for car insurance quotes","Near the bottom there is a part to make a payment","At the bottom is a part to report any claims made","",""
"341YLJU21IML7HABQJPW52MWHEW2I7","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:15 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 15:33:32 PDT 2018","","","3LRKMWOKB64AORXFGPIKUGL7Q6G2Z5","A1PNBUQ202QH0T","Rejected","Mon Jul 09 14:17:52 PDT 2018","Mon Jul 09 14:30:57 PDT 2018","Thu Jul 12 14:30:57 PDT 2018","","Mon Jul 09 15:33:31 PDT 2018","One word answers and intentionally spamming","785","0% (0/30)","0% (0/30)","0% (0/30)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.selfieplus-screens/screenshot_1.png","nice","good","bad","bad","bad","",""
"3S8APUMBJX6VL38H84CM3YC8VSHBFR","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:30:00 PDT 2018","","","3IAS3U3I0G3E6TUZAB2H8YE4Z9K2B1","A4TH0P4UFF7I7","Rejected","Tue Jul 10 09:31:00 PDT 2018","Tue Jul 10 09:32:57 PDT 2018","Fri Jul 13 09:32:57 PDT 2018","","Thu Jul 12 20:29:59 PDT 2018","Most of the low level descriptions don't contain spatial references","117","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nbcuni.telemundostation.telemundony-screens/screenshot_4.png","This is the page of an app which plays videos.  The video is loading and you can pick other videos.","At the top, there is a back arrow that will take you to the last screen","There is a video box in which the video is being loaded.  There are various boxes in the video pane which you can interact with.","There is an arrow you can click to view comments on the video","There are a few more suggested videos which you can click to view","",""
"3OREP8RUT2Y1Z34CJOI4LJCKW7HBGQ","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:25 PDT 2018","","","35H6S234SBN0ZEWRW3N7VPVP60756U","A1MFR8AR96VI0J","Rejected","Thu Jul 12 02:52:23 PDT 2018","Thu Jul 12 02:57:17 PDT 2018","Sun Jul 15 02:57:17 PDT 2018","","Fri Jul 13 09:24:25 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","294","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jiubang.fastestflashlight-screens/screenshot_2.png","This is an app to enable a beacon warning light through a mobile device.","At the top of the screen in the right hand corner are two icons; one for settings and another which is unrecognisable.","In the top left hand corner is the name of the app or functionality in text format.","At the bottom of the screen and in the centre are two icons, the flashlight mode is highlighted whereas the normal mobile device icon is in grey.","In the centre of the screen is a large power button which allows you to switch the beacon on or off.","",""
"3Q7TKIAPOTXA0SGX8B6QT15SV9FLDD","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:39 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 10:57:39 PDT 2018","","","3RGU30DZTBVAVGW48LYILVBFDLMMJD","A22Y27CKGBT89O","Rejected","Tue Jul 10 14:21:50 PDT 2018","Tue Jul 10 14:22:55 PDT 2018","Fri Jul 13 14:22:55 PDT 2018","","Fri Jul 13 10:57:38 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","65","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.dating.apps.cupid-screens/screenshot_2.png","This is a welcoming screen to a social app.","Icons of messaging bubbles and hearts are visible in the top center of the screen.","In the center of the frame are two buttons.","The top button in the center is to 'login.'","The second button below 'Login' is 'Sign Up'","x",""
"367O8HRHKGVK49SUZ92Y2JPHAQTS4K","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:57:44 PDT 2018","","","3QXNC7EIPJIOMQCOX4K7Y4QZE6O90V","A34QZDSTKZ3JO9","Rejected","Mon Jul 09 19:39:13 PDT 2018","Mon Jul 09 19:43:10 PDT 2018","Thu Jul 12 19:43:10 PDT 2018","","Thu Jul 12 10:57:44 PDT 2018","Most of the low level descriptions do not describe functionality.","237","0% (0/1)","0% (0/1)","0% (0/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zillherite.e1.livelyanimelive2dwallpaper-screens/screenshot_4.png","The screen allows the user to choose from options.","At the top is a button that says 'options'.","To the center and to the left, is a list reading size, position X, position Y.","To the right are two pull down menus with numbers.","In the direct center is a reset button.","",""
"3IYI9285WSNU0AMJ5UZ2TGAI6KYJC9","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:40 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:23 PDT 2018","","","3IFS6Q0HJJ6HY0P3A094L3VLS11SIH","A22Y27CKGBT89O","Rejected","Wed Jul 11 15:16:20 PDT 2018","Wed Jul 11 15:17:25 PDT 2018","Sat Jul 14 15:17:25 PDT 2018","","Fri Jul 13 09:24:22 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","65","66% (121/183)","66% (121/183)","66% (121/183)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.tinystep.app-screens/screenshot_2.png","This is a loading notification while content is connecting to Google services.","A small window is displayed in the center of the frame.","The window displays a circular loading icon, and text describing the current  connection status.","The active loading window appears over a grayed out inactive app frame.","","x",""
"3SMIWMMK61SCSO3IYK3HCCQWFGDUWO","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:13 PDT 2018","","","3X65QVEQI1A3HK8DYHGHYEJVN09CLH","A3IR0FAD3DSHNC","Rejected","Wed Jul 11 05:58:00 PDT 2018","Wed Jul 11 06:02:42 PDT 2018","Sat Jul 14 06:02:42 PDT 2018","","Fri Jul 13 09:24:13 PDT 2018","None of the low level descriptions describe functionality and there are no spatial references (see the examples in the instructions).","282","0% (0/5)","0% (0/5)","0% (0/5)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hss.msb-screens/screenshot_2.png","the screen my school bucks app screen","the page using school payments paiding","the error message is user name and password missing","the message dismiss icon is displaying","down page sing up box give the option in new users","",""
"3G57RS03HHS9VTFWJZ62GTIRCSQ25X","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:12 PDT 2018","","","323Q6SJS8J38Y09XYYRKESBR3WVHFT","A3IR0FAD3DSHNC","Rejected","Wed Jul 11 06:15:53 PDT 2018","Wed Jul 11 06:32:51 PDT 2018","Sat Jul 14 06:32:51 PDT 2018","","Fri Jul 13 09:24:11 PDT 2018","None of the low level descriptions describe functionality (see the examples in the instructions).","1018","0% (0/5)","0% (0/5)","0% (0/5)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.anuntis.fotocasa-screens/screenshot_2.png","204 immobilien top icon","passwort erinnern geben sire e-mail","senden icon mention","alert sound icon down giving","back space icon down","",""
"3G5RUKN2ECQOL26188H3KXQR9JZN9Z","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 13:57:10 PDT 2018","","","3LS2AMNW5GDFH6LTGRX4A0C6MJ6QO6","A1MFR8AR96VI0J","Rejected","Wed Jul 11 02:12:37 PDT 2018","Wed Jul 11 02:16:33 PDT 2018","Sat Jul 14 02:16:33 PDT 2018","","Thu Jul 12 13:57:09 PDT 2018","Most of the low level descriptions do not describe functionality.","236","76% (119/156)","65% (68/105)","65% (68/105)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.whentowork.webview-screens/screenshot_4.png","This is an app settings page.","At the top of the screen is a black bar and on the left hand side of it is the title page.","Just below the black banner bar at the top are of list of user configurable settings that the user can choose from.","In the foreground and in the centre of the screen is a dialog box with three selectable rows. Radio buttons indicate which row has been selected.","At the bottom of the dialog box and in the centre is a cancel button.","",""
"3XEDXEGFX3B5H2XLBZ6UZU8UCK10KW","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:29 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:24 PDT 2018","","","3WAKVUDHUX30OT0BGE079FN0ZM97UN","A2BO82XV68GC9","Rejected","Wed Jul 11 22:49:16 PDT 2018","Wed Jul 11 22:56:27 PDT 2018","Sat Jul 14 22:56:27 PDT 2018","","Fri Jul 13 09:24:23 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","431","0% (0/1)","0% (0/1)","0% (0/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.aries.software.dmv_practice_test-screens/screenshot_2.png","This screen allows the user to view a list of traffic signs and corresponding answer choices.","In the center are a list of answer choices.","Above is the original question with 2 visuals below.","At the top left hand you will see the quesion number out of total questions within the app.","At the bottom right is a 'next' button allowing you to proceed to the next question.","",""
