semeru-hit-id,image_url1,desc1,image_url2,desc2,image_url3,desc3,image_url4,desc4,image_url5,desc5,image_url6,desc6,image_url7,desc7,image_url8,desc8,image_url9,desc9,image_url10,desc10,image_url11,desc11
"116", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.p4352GG-screens/screenshot_2.png", "in the top right hand corner is a further options button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loudtalks-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ipn.clean.lite-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ocs.confpal.apsmeetings-screens/screenshot_2.png", "below the list of options at the bottom of the screen there is a menu with the options to see home screen agenda attendees exhibitors accounts information", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorfeel.coloring.book-screens/screenshot_5.png", "the screen allows the user to select a picture", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doapps.android.mln.MLN_40dfe94a4610c0022409deeeaf622414-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.easyMover-screens/screenshot_2.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comcast.hsf-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mrnumber.blocker-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.farproc.wifi.analyzer-screens/screenshot_2.png", "the screen provides an interactive graph of wifi channel usage as detected in the immediate environment", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eapp.lock_wallpapers_free-screens/screenshot_1.png", "the screen allows the user to select a country"
"117", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comcast.hsf-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ipn.clean.lite-screens/screenshot_2.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ocs.confpal.apsmeetings-screens/screenshot_2.png", "this applications belongs to an international organization that serves as a meeting point for sharing research and inform the the research community on biopsychosocial area", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eapp.lock_wallpapers_free-screens/screenshot_1.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.easyMover-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.p4352GG-screens/screenshot_2.png", "the screen allows the user to select a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doapps.android.mln.MLN_40dfe94a4610c0022409deeeaf622414-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorfeel.coloring.book-screens/screenshot_5.png", "in the center of the screen there is a scrolling list of images in two columns", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mrnumber.blocker-screens/screenshot_1.png", "at the bottom is four bullets with one white bullet", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.farproc.wifi.analyzer-screens/screenshot_2.png", "at the top left corner there is a link button which is the menu of that page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loudtalks-screens/screenshot_2.png", "the bottom of the screen there is a button to the"
"118", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorfeel.coloring.book-screens/screenshot_5.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ipn.clean.lite-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mrnumber.blocker-screens/screenshot_1.png", "a screen presenting an apps abilities", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doapps.android.mln.MLN_40dfe94a4610c0022409deeeaf622414-screens/screenshot_1.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.p4352GG-screens/screenshot_2.png", "at the top left corner there is a link button which is the menu of the page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loudtalks-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ocs.confpal.apsmeetings-screens/screenshot_2.png", "in the top left hand corner there is a button that the user can select to take them", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eapp.lock_wallpapers_free-screens/screenshot_1.png", "in the middle there are four wallpaper options stop try its my phone haaa dont touch my phone options", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.easyMover-screens/screenshot_2.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.farproc.wifi.analyzer-screens/screenshot_2.png", "the screen allows the user to select the mode", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comcast.hsf-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the"
"119", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.easyMover-screens/screenshot_2.png", "in the top right hand corner there is a button that the user can click to take them to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comcast.hsf-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eapp.lock_wallpapers_free-screens/screenshot_1.png", "screen shows lock screen wallpaper options", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.farproc.wifi.analyzer-screens/screenshot_2.png", "at the top left corner there is a link button which is the menu of that page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.p4352GG-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ipn.clean.lite-screens/screenshot_2.png", "next to the number of degrees celsius is the diagnosis of temperature whether it is right or wrong", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loudtalks-screens/screenshot_2.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doapps.android.mln.MLN_40dfe94a4610c0022409deeeaf622414-screens/screenshot_1.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ocs.confpal.apsmeetings-screens/screenshot_2.png", "the screen allows the user to see the of the day", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorfeel.coloring.book-screens/screenshot_5.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mrnumber.blocker-screens/screenshot_1.png", "at the bottom of the screen there is a button to log in"
"120", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ocs.confpal.apsmeetings-screens/screenshot_2.png", "in the center of the screen there is a scrolling list of countries", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eapp.lock_wallpapers_free-screens/screenshot_1.png", "at the top left corner there is a link button which is the menu of that page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.farproc.wifi.analyzer-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comcast.hsf-screens/screenshot_1.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.p4352GG-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ipn.clean.lite-screens/screenshot_2.png", "screen showing the cpu cooler", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.easyMover-screens/screenshot_2.png", "first button enhance transfer security has an on off function", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loudtalks-screens/screenshot_2.png", "in the center of the screen there is a text field where the user can input their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doapps.android.mln.MLN_40dfe94a4610c0022409deeeaf622414-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorfeel.coloring.book-screens/screenshot_5.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mrnumber.blocker-screens/screenshot_1.png", "the screen allows the user to sign up"
"121", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.farproc.wifi.analyzer-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ocs.confpal.apsmeetings-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.colorfeel.coloring.book-screens/screenshot_5.png", "in the center of the screen there is a scrolling list of images", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mrnumber.blocker-screens/screenshot_1.png", "at the bottom of the screen there is a button to sign in", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doapps.android.mln.MLN_40dfe94a4610c0022409deeeaf622414-screens/screenshot_1.png", "the second row in the center allows the user to select normal", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ipn.clean.lite-screens/screenshot_2.png", "at the bottom of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comcast.hsf-screens/screenshot_1.png", "in the top left there is a back button to return to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loudtalks-screens/screenshot_2.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sec.android.easyMover-screens/screenshot_2.png", "a settings screen to allow users to customize their device", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.p4352GG-screens/screenshot_2.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eapp.lock_wallpapers_free-screens/screenshot_1.png", "the screen allows the user to select a photo"
"122", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "this screen allows the user to select a country for the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "the screen allows the user to choose the speak mode", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "the screen allows the user to log into their account", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "the top right column allows the user to gain access to more options", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "in the middle of the screen there is a button that lets the user exit the screen"
"123", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "theres a circle in the loading box which shows some processing of data", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their password", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "the screen allows the user to see the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "the screen provides the user with a history"
"124", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "at the top left corner there is a link button which is the menu link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "in the middle of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "the bottom of the screen there is a button for the user to go to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "the screen allows the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "at the top left side of the screen there is a back button that lets the user return to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "theres a rectangle in the middle of the screen which states that the app is probably loading some data"
"125", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "in the center of the screen is a popup message box asking the user to enter a name", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "the screen allows the user to play the file", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "at the bottom corners there are two link buttons called back and accept", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their first name", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "this screen shows the user the end result of their coloring page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "the bottom of the screen there is a button to the"
"126", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "the top of the screen is a button to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "this screen is a display of license agreement of some application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "at the bottom of the popup window is a button to accept and dismiss the notification", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "the screen allows the user to see the app loading", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "in the center of the screen there is a scrolling list of videos in two columns", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "at the top left corner there is a link button"
"127", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "at the top left corner there is an arrow link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "there is a logo at the upper middle of the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "the screen allows the user to play the game", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "in the middle of the screen there is a popup which is displayed", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "pop up confirmation window advising the user that a new user account has not been created"
"128", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "this is a terms and conditions page for the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "at the bottom of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "bottom of page is enter server address of school text field and submit button is available", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "screen provides user with a description of the app ways to contact the developers rate the app and read the terms and privacy policy"
"129", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "this page is search page of powerschool", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "at the top left corner there is a link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "the screen allows the user to sign up", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their name", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "a cancel button is displayed at the bottom center of the notification window", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "the top of the screen there is a button for the user to"
"130", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their username", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "the screen allows the user to see the main page for the company", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "this is a notification to select a gender", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "in the middle of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "the middle gray button is to say you forgot password", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "the top of the screen there is a button for the user to"
"131", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "this screen is a display of some application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "this screen is to log into facebook", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "the top right corner displays three dotted icon to save download or share this page"
"132", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.party2-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/proffesionals.dog.whistle.cat.repelent-screens/screenshot_3.png", "the screen allows user to learn about dog training and tutorials", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.snapbridge.cmru-screens/screenshot_1.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.reader.otg-screens/screenshot_1.png", "the center third row button allows the user to hit cancel and proceed", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appkarma.app-screens/screenshot_4.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.powerschool.portal-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bitbox.dailyfunny-screens/screenshot_5.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_6.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobilecreatures.watermaster-screens/screenshot_2.png", "the screen allows the user to select a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.beeblebroxlabs.howboutdat-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.eyewind.colorfit.princess-screens/screenshot_4.png", "in the top left hand corner there is a button that the user can click to take them to the previous screen"
