Young  -  Wall papers application to choose set beautiful wall papers,different category of wall papers options available to select,teen wall papers display on the screen,wall paper suggestion available when search for wall papers,thumbnails of wall papers display on screen,
This is a app screen on which a message came which give the option to user to either download the full version of full dive download or not,User can download the full version of fulldive by clicking on install fulldive,User can continue the app without installing full dive version by clicking on not now,User can go to just previous screen by clicking on left bottom most back button,user can go to home screen by clicking on middle pentagon shaped button at the bottom most,
Screen showing make up tips for the user.,In the centre of the screen there are pictures of different stages of makeup arranged in grids. User can view it to follow.,On the top of the screen there is an arrow on the left side. User can go to previous session by clicking it.,On the right top there is a home button. User can go Home by clicking it.,On the right side of Home button there are three buttons to Share, Love and get More options. User can click it to select one.,
This screen is a display of sign up page of fitness application,At the top left corner a label is displayed which is known as workout trainer,At the top right corner there is a link button which is called as log in,At the bottom center of the page there is a link button which is known as get started,At the bottom left corner there is a link button which is displayed as I'm a fitness professional,
Screen shows the reset password page where user can change their password for emai,In the center of the screen is a text field where the user inputs their email addres,In the top left hand corner, there is a button that the user can click to take them to a previous screen.,Below the email text field, there is a button to send you directions to reset password,In the bottom of the screen, have a sign up button where user can sign up their account,
The home page of FoxFi with links to different features,The top of the page has menu Wifi mode with  Activate Wifi Hotspot with a check box on the right side. user can click it to enable the feature,The second menu is Pdanet with Three options having check boxes,Last menu is More with a submenu,The top right of the page has More button,
Screen where the user can watch sports television clips on a certain television network,There are large thumbnails in the body of the page for each video clip on display,Each thumbnail has a company log in the top right hand corner and a play icon in the center.,Near the bottom, there is some information about the hour during which specific program was posted.,At the bottom, there are a few buttons that allow the user to play videos in the full screen mode or different aspect ratio, etc.,
screen shows ibc.bank online webpage is given,in top of the screen visit the play store option is given,,,,
An app screen displaying a selected icon.,There is an icon image displayed with corresponding text beneath it, and a close button to the bottom right of both.,There is also a search result screen in the background, showing various other icons that were found in the previous user search.,,,
A redeem code screen for Google Play.,There is a central dialog prompting the user to enter a code for redemption in the store.,There is also a clickable text area for terms and conditions of the product, as well as a button so you can submit the code you entered.,,,
screen shows atm and reload map option,on the top left corner there is a heading called atm and reload map,on the top right corner there is a search button,in the middle there is a text information that it can not find,on the bottom there is a view map option,
Welcome page of the app is shown in the screen,The screen at top is displaying a label Welcom,Close button is placed at top right side,Text block is placed below the welcome label,Links to other pages provided at the bottom of the page,
Screen shows the pregnancy food scanner to give food information to the user if their pregnant,In the top of the left corner shows side menu option placed where the user wants more option,In the top of the right side shows help option is placed to the user find more details,Right side of the help option is placed on a add option where the user can adding a so many contacts,Right side of the add option there is a search button that the user can click to begin searching for food items to pregnant scanner,
Just say high,Enter user information,select gender seeking,select list to confirm male or female,next button to proceed,
A screen to adjust the sound equalizer settings in a music playing app,top left is a back arrow and the word equalizer,below the arrow is a switch for live, next to the word live is a drop down menu,Below the live switch is a slider bar, no obvious function,Center of screen, left to right is nine sliders, each slider has a frequency label at the bottom,
This screen allows users to calculate the mortgage.,The share button at the top right corner allows to share the details externally.,The question mark at the top right corner allows the user to see the frequently asked quetsions.,The info icon at the top right corner allows the user to see the instructions to use the app.,The calculate button at the bottom allows the user to get the final result.,
screen shows mc page,in top right corner there is a setting option is placed where user can change their settings,left of the setting option there is a download option where user can download,left of the download option there is a format option where user can change the formats,left of the format option there is a refresh option where user can refresh the page,
the Local page of the app is shown in the screen,The top of the page has title bar with label Local and a back button on left side,The center of the page has different buttons around the icon of a phone,the links are Online, Servers, Music, photos, Videos, and Disconnect,There are no other buttons or links on the page.,
Screen showing the page Hellow world,The icon of mobile phone with Hello World is placed in the center of the page,On top right side there is a Skip button,The background of the page is blue in color,There are no other buttons or links on the page.,
screen shows monster hair salon app options,on the top there is a heading monster hair salon,in the middle there is a play option,on the bottom left there is a libii game option,on the bottom center there is a plus option,
The interface of an app iwth large picture of a woman,the top left of the page has pictures of a woman with some links, which are arranged in three rows,The background of the page is large picture of the woman,The topmost of the page has name of app version,There are no other buttons or links on the page.,
screen shows christian people meet app email sign in page,In the center of screen shows the text field where the user can input the email address,Below the email address there is a password where the user to input their password,Below the password there is a log in button where the user to log in the page,Below the login button there is a link where the user can forgot password,
Pop up to update the version of the carwale application,At the top of the pop up, there is a textview describing the purpose of the pop up.,Below the textview is a message saying that there is a new version available.,At the bottom left, there is a button to update version.,In the bottom right, there is a button to decline the update.,
Top right you have quick access to important tools.,In the center you have icons to save your work, preview, add, or check.,Left you have basic painting tools.,Centered right side you have more tools to work with layout.,Center bottom you have your canvas with image creation.,
,middle of the screen saw some entertainment features,,then asking what are you looking forward?,down of the screen add option,
Screen to set duration time for particular operation.,In the center of the screen is a numeric field to enter required duration.,In The bottom right hand corner there is a ok button to set the entered time.,To the left of the ok button there is a button to cancel the operation.,below the field to enter the time there is a drop down menu to select the what was entered ie., minutes, hours etc.,
This is a sign up page of some application,At the top left corner there is an arrow link button which can be used to go back to the previous page,At the top right corner a link button is displayed as login in,Below the create account label some blank fields are displayed,Enter the required fields and enter the done link button,
This screen displays a page of some animated wallpapers,At the top left corner there is a button which should be clicked to display the list of options,Next to the button at the top left corner there displays the name of the application.,In this screen,the name of the application is displayed as Anime Wallpaper HD,This is a blank page of the application,
This is the home page, where you can go if you want to check if your car was stolen.,The logo is an abstract of a car and key, in yellow, sort of superimposed on the name of the site, stolen car checker, written in white. All this is at the top center of the page, the background is in a light grey color.,Scrolling down almost to the bottom center is a question asking if you want to check if your car is stolen, and instruction for you to enter your VIN number.,Beneath that is the box for entering your VIN number. Another white box below for you to select and check if your car is stolen.,At the bottom are four icons in yellow. Two on the left are to get to the home page, or contact a person. The two on the left are for documents, and settings.,
Screen where user can accept the terms and conditions of the app.,At the center there is a large button where user can click to accept terms and condition and continue.,Above the button another button placed on the left side by clicking on which user can see terms of service,On the right and aboce accept&continue button Button for privacy policy placed and user can see privacy policy by clicking it.,The topmost portion contains link to four pages.,
screen shows twilight app,in top left corner menu option is placed where user can view all menu,in top right corner there is a add option where user can add,in bottom right there is a pause option where user can pause,in bottom left corner there is a share option where user can share,
Screen enabling the user to use it as remote of the tv.,There is a large button at the center of the screen which can be used by the user to navigate channels, exit, and with options.,on the right of the main button there is quick serach button which can be used for the channels change, volume control and color setting.,Between the main button and the control button there is numeric keypad which can be used the user for searching the channels by entering numbers,On the bottom of the screen there are control buttons like play, stop, record etc which are easily accessible to the user.,
screen shows different types of font settings of an app,on the top left corner there is a back button with heading composing and sending,in the middle there are 7 rich text font size options,in the middle left there is a cancel button,in the middle right there is a ok button,
Screen that lets the user have a preview of 'How to earn money on the web' application on the playstore,In the centre of the screen is the 'install' button which lets the user install the app with their consent on their device,Below the preview of the app, there is a section called 'description' which lets the user get familiar what the app is all about,Below the 'description' section is a 'read more' button which lets the user have more information about what the app is all about,In the bottom of the screen is the 'Review' section which lets the user see the reviews of the app given by other users worldwide,
screen shows about a cute emojis app,on the top left corner there is a back button with text about,on the upper middle there is a logo of the app with version information which represents the app brand,on the bottom there are 3 app in a column update , follow us and feedback option,on the bottom there is a privacy policy option,
The kids paint screen allows user to paint using many options displayed in it.,The screens contains black background in middle and at top left corner contains the icon and text of kids paint.,The top middle bar shows the bended arrow which allows user to undo last action.,the color icon next to undo option, enables user to select paint color options.,The fill color icon next to color enables user to fill color to large area at a single click.,
This page is photos from gallery photo is available,On top left corner is backward button is available,on top right corner is skip button is available,Center top of page is image photo or fb button of images,Center of page is photo is available,
This is the error page of an app.,The page displays an error message indicating the the youtube profile cannot be found.,The user should click the left arrow key on the banner to revert to former page.,,,
screen shows setup page,in top left corner back option is placed for go to previous,in center of the screen there is a small screen where user can increase sound level,bottom of the small screen there is a okay button,in center of screen there is a yes button is placed where user can confirm the sound level,
Screen showing the home page of a game with some instruction to exit full screen,swipe down to exit full screen button is placed at the top,OK button is placed just below the message box.,Setting button is placed in the top right corner,In the center there are buttons Arcade, Baby racing and Pro racing,
The interface of Intro to MyFuelLog2 with display,The center of the page has big graphical display of Fuel status,The top of the page has the title of the app,The bottom center of the page has circles linking to other pages,There is a forward button at the bottm right of the page,
Screen shows to setting where user to change their option as they like,In the left side, there is a show premium with check box where user can enable or tick it,Below that general, have a background setting, where user to set the background enable the grey radio button,Below that toolbox type, the user have to set the toolbox of enable the image radio button,Below that engine mode, the user have to set the normal mode radio button,
Screen showing the usage of GPS when the user start trip,In the center there is a red button, by clicking on which the user can start trip,Under the start trip button there is My records button which gives the user information about the history of trips,On the center right of the screen there is a pop down menu from where different information can be accessed.,On the top left of the screen speedometer is shown. Below which Current and Average label are given. By looking at it user can get such information.,
screen shows a welcome message for a set up,there is a setting option on the top left corner,in the middle there is some text of welcome,on the top left corner there is a heading after the setting option,on the top right there are 2 option setting and wipe n,
screen shows youtube video of  finca raiz  is opened,in the right side youtube video settings and search option is given based on user  needs,below the youtube video like,unlike options  is placed in left and subscribe is placed in right,many related youtube video is  given in bottom of the page for searching,below the screen comments option is given for clarify our douts,
This screen asks the user a few questions while ordering a product.,The top of the page is the name of the product.,Below the name is the option to choose a name and color.,Below that there is a gender selection.,Below the gender selection is one more customization option.,
This is a login page of some application,At the top left corner there is a link button which is the menu link button,Next to the menu option there is a label which is displayed as login,In the middle of the screen a label is displayed as bud light face paint,At the bottom a link button is displayed as faceFace,
screen shows events page,in top left corner there is a search option where user can search,left of the search option there is a find locator option,left of the locator option there is a filter option where user can filter items or price,in bottom right corner there is a map option where user can select location,
The front window shows to activate kika keyboard to get more themes and emojis.,The background shows what type emojis or themes.,The centre of the background shows the titles of themes other than this title.,The left of the title image shows what kind of emoji will it display.,Below the background show another app which is a game.,
This screen helps the user to add a title intro.,The front of the window shows the user some space to enter the title.,Below the add a title intro shows the skip button which skips the title intro and moves to the next page,The bottom of the window shows the fonts which helps the user to choose what type of style text the user wants.,At the bottom right corner shows a download button which helps to download.,
screen shows shifts option of an app,on the top left corner there is a back button,on the top left there is a heading shifts,on the top right there is a export and a menu bar,on the bottom there is a all shifts option with back and forward options,
This is a welcome page for a wallpaper app, called Backdrops.,The background is different shades of blue colored rectangles laid in varying angles. This helps to make the main logo and words pop.,The main logo is also rectangular in shape. There are five of them , the two smallest yellow in color are the outermost, then two sky blue on either side, and the largest white rectangle is in the middle.,Beneath the logo is the welcome to Backdrops, and your new favorite wallpaper app,Located at center bottom is the google sign in box, and just under that you have the option to skip.,
The screen displays the temperature in a particular city and also has very beautiful background.,This page displays the temperature of Williamsburg, which is 76 degree.,Below the temperature it shows the current climate of the city.,The screen has a cat background which adds beauty to the application,At the bottom, there is a option to look for temperature for more cities.,
This screen displays settings for a ticket purchasing application.,There is a menu button at the top left of the screen.,There is a list of settings in the top middle of the screen that allow the user to adjust functionality of the app.,There are two toggle buttons on the top right of the screen that allow the user to adjust the types of events shown in the app.,,
Screen where the user can view a scrolling list of recipes for them to share, like, or use for cooking.,In the center of the screen, there is a scrolling list of recipes in two columns,For each recipe, there are buttons under the recipe’s name to like, share, and see how to make the food described by the recipe.,In the top right hand corner, there is a search button that the user can click to begin searching for recipes.,In the top left hand corner, there is a button that the user can click to take them to the previous screen.,
The home page of MM PB with other links,The centre of the page is with details under the POWERBALL menu,There are two main menus on the top portion,A blue label is placed on the topmost part with logo and icons,On the right side of the label there are search, filter and more buttons.,
Screen showing Sign in page of the Android Device Manager, where user can select user name and get signed in,The center of the page towards the bottom has a Sign in button. User can click it to proceed.,Just above the Sign in button there is a drop down list to select the account name.,Just below the Sign in button there is a link to Need help,the center of the page has graphic display of Android Device Manager,
An app screen with a list of hand-drawn, personalized coloring book messages.,The top of the screen consists of a single tool bar, which includes a back button and label reading Messages.,There are also five image graphics presented one on top of the other in the center of the screen.,Each displays a message, such as thank you, winter, birthday, and merry Christmas.,All of these are designed to appear hand-drawn, and can be colored in by the apps user.,
Screen where you can sign up for alerts for sporting events.,The app shows the Latest News for sports,There are buttons to Setup later or Continue,There are three lines on the top left for a drop down menu,You can watch videos on this app,
screen shows help page for mobile uses,in top left corner back option is placed for go to previous,in the page there are many categories  shown,in top the alarm icon is placed where user can use to set timings,in bottom the web icon is place where use can enter in to web page,
This screen is a display of reset password page of some application,At the top left corner there is an arrow link button which can be clicked to go to the previous page,Next to the arrow mark at the top left corner there is a label called as shiftgig which is the name of the application,Below the application name there is another label which is the information on entering the email address,In the blank field enter your email address and click on reset password link button,
,allows editing of photo,,,,
the screen displays the library page of the phone,the user can input the search word in the text box,the user can use left-most arrow to go to previous page,the user can click search icon to search in the library,the user can use this search button to search in the library,
screen shows some information about uding a app called dog whistle,on the top left corner there is a back option with heading,in the upper middle there is a text about can i hurt my dog,in the middle there is 3 option for dog loke sound flinch or anything,on the bottom there are some text about how to use this application,
This screen allows users to check the weather forecast for an area of their choosing.,The top white search bar allows users to change the area in which they want to know the weather.,The grey button below the temperature allows users to view the interactive radar.,The grey button closest to the bottom allows users to change the time of day in which they can see the weather.,The top right blue arrow button allows the user to watch the 5 Live Newscasts.,
Ending screen for the Hollar website with back arrow button,Top left hand side is the company name,Top far left hand side is a back arrow icon to click when needing to leave this page,,,
This screen is a loading page of some application,In the middle of the screen a pop up is displayed,The pop up is displayed with a label called loading,At the bottom three options are displayed,You can choose your desired option,
on the screen there appears a starting page of an weather application,on the top it shows the home place name,below home place name there appears time,and after that there appears weather,on the right side corner of the weather there appears the name which the weather deduction is powered from flickr,
In manga reader, streaming for load data base to  read offline mode,Right corner of click refresh icon, if not load data base correctly,to search any thing, click on search icon in manga reader,beside search icon, menu options available for manga reader,In center of page, display message to load manga database for few moments,
The screen shows the meaning of a term called Sand Saves.,The description of the term is under the term name in the popup.,The term Sand Saves is underlined in the menu in green.,Other terms can be selected in the top menu.,The X in the upper right corner of the popup allows a user to close the popup.,
This screen is a display of event management application,At the center there is a labe which is displayed,The label is called as brumskine for Liberia,At the top right corner of the screen there is a link button which can be clicked to select other options,Below the label there are many options displayed,
This screen is a download of some application,At the top center there is an image displayed with three link buttons namely premium,new and best,In the middle another image is displayed with a download button,If you want to download it you can click on the download link button,At the bottom there is another image displayed with a label called happy mothers day,
screen shows calculadora app,in top left corner back option is placed for go to previous,in top right corner there is a setting option where user can change their settings,in left of  the setting option there is a refresh option where user can refresh,right of the back option there is a drop down option,
A popup window asking to delete a sketch or not.,The button in the middle left deletes the sketchpad.,The button in the middle right does not delete the sketchpad.,Behind the popup dialogue is the sketchpad.,The button at the bottom right of the screen is the eraser.,
Sign up, sign in page for articles from ' The Economist',center of screen is a button to start 30 day free trial,center of screen, below 30 day button, is a button for 1 free article a day,bottom center of screen is a log in button for existing subscriber,,
screen shows forgot password page,in top left corner back option is placed for go to previous,below the back option there is a message shown for create a new password,below the message there is a text field where user can input their email id,below the text field there is a reset password button is placed,
A login or signup screen for GCM,At the top and in the middle of the screen is an image of a man throwing mone,Below the image is a line of text welcoming the user to GCM,at the bottom left of the screen is a blue sign-up button,at the bottom right of the screen is a blue login button,
screen to log in to follow cop,in center of the screen there is a text field where user can input their email,below the text field there is another text field where user can input their password,below the password button there is a login button where user can log in,in bottom of the screen there is button where user can connect with instagram,
A blue screen appears showing a 'Fox Sports' logo in the center.,A Fox Sports logo appears in the center of the screen.,Screen appears to be not fully loaded as  there is a down load indicator that is not half complete.,There are no other items to describe.,There are no other items to describe.,
This screen is used to alter location on a phone. Presumably the users physical locating.,In the top right corner is a trash can icon, when clicked may delete a location.,To the left of the trash can icon is a text box used, presumably, for searching locations.,Below search text box are links that are location suggestions based on the phones location functionality.,In the top left of the screen is a left facing arrow which make take the user out of this sub screen to the main screen; or at least back one step anyways,
This screen displays a folder called 'All Stars' and currently displays zero messages.,At the top right corner is a button labeled 'Hide read' which may hide read messages when pressed.,Below the 'Hide read' button is a ' Mark all read' button that may mark all messages as read when pressed.,Below the 'Mark all read' button is a 'Delete all' button that may delete all messages when pressed.,Below the 'Delete all' button is a 'Delete all read' button that may delete all read messages when pressed.,
screen shows the forgot password box to get the password,In the center of the screen shows there is a text field where the user can input their email address,Backside of the screen there is a text field where the user can input their email address,Below the email there is a password text field where the user to input their password,Below the right side of the password text field there is link to retrieve the password,
the screen is the home page of an game application,the user can click on the play button to start playing,the user can click on the rate button to rate the app,the user can click on the volume icon at the top to mute volume,the user can click back button to exit the game,
The screen shows that there are 'No Images' in a particular folder.,At the top left corner there's a white colored back arrow button.,Next to the back arrow button there's a text which says 'Your Creation' which is probably the name of a folder.,In the middle of the screen there's another text which says 'No Images' in grey color.,At the bottom of the screen there's rounded dialogue box saying 'No Images'.,
This screen allows people to sign in to an account to earn rewards,The yellow button at the bottom of the left screen is so that users can sign up to create a rewards account,Near the text which says 'Sign in to blazin rewards' There are two text boxes, an email box and a password box for the user to input their sign up information,The sign in button (grey) under the password line is what is pressed once the login credentials are correctly inputted and one wishes to access their account,The forgot password text button under the sign in button at the bottom middle of the screen is pressed when one has forgotten their credentials and so an email will be sent to them to recover their password,
The front window asks the user to connect to a camera.,The centre of the background shows the options to import a image or a video.,Below the title Camera not connected, it shows what type of Wi-Fi the users is using.,Below the Wi-fi title, the user can get guide for connecting the camera.,The top right corner of the background shows the camera settings.,
This screen shows a sign up page for dating app.,There is a logo at the top of the screen for the dating app.,There are two buttons on the middle of the screen that allow for the selection of sex.,There are three buttons in the bottom middle of the screen that allow the user to select their sexual orientation.,There is a button on the bottom of the screen that allows the user to continue the sign up process.,
Screen where the user can see the list of the beers he saved during a beer festival,In the top there is a 'my saved beers' button the user can click on to open the list,In the bottom there is a list of three buttons the user can click on to access the app menus : saved beers, beer list, map,,,
This screen allows users to calculate a tip based on input Bill Amount, desired Tip, number of people paying, and preferred rounding technique.,To the top right, the user can input the Bill Amount to calculate the tip.,To the right, below the Bill Amount, the user can choose what percentage of tip to calculate.,To the right, below the Tip percentage options, the user can choose the number of people that will split the tip.,To the left, the user can choose from a menu of 6 other calculator options.,
A search results screen for wallpaper apps.,You can view up to ten wallpaper apps at the same time in a list view on the left.,Each entry also has an image associated with it, and text describing the apps availability on Google Play.,At the top of the screen are two buttons to let you access settings related to the app store.,,
In this interface the user can select their favorite font type.,The Advent Regular button under the Font Type button allows the user to select the fonts with Advent Regular style,The Default button under the Advent Regular button allows the user to select the default fonts of the app.,The Monospace button under the Default button allows the user to select the Monospace style for the font.,The cancel button on bottom middle part of the interface allows the user to cancel the current operation.,
screen show offline reading command,in top of the screen back option is placed for go previous,in top of the screen on /off screen is given,,,
This screen allows user to preview the different keyboard themes with emoji icons,User can preview the emoji icons theams,User can activate the teams from the list,User can download the themes from the list,User can view the more contents of the theams,
This is a log in page of an app.,The page display two input boxes where user and input email and password and click the black button to log in.,The user can choose to reset password or log in by clicking on of the four round icons.,the user can also click the left arrow on top left to revert to former page.,,
screen shows some options for holi wishes app,on the top middle there is a text of heading of the app holi wishes,on the upper middle there are 2 options continue and rate app on the left side,on the upper right side there are 2 options more apps and share app,in the middle to the bottom there are 24 options in a 3 row,
The screen allows user to see the preference options in smart launcher.and manage offline media files.,The top left corner arrow icon allows user to navigate to previous page.,The text next to arrow button at top displays the title of page as manage offline media to user.,The middle screen displays the pop-up box as a result of deleting all files.,The top right corner of screen has zoom in icon which enable user to see the details by enlarging the screen.,
This interface allows the user to create an account for the app,The Email Address space allows the user to enter e-mail credentials for creating an account.,The Continue button allows the user to continue to the next interface after they've filled the credentials above the button.,The Returning User? Click Here! button allows existing user to go the interface where they enter existing credentials to log in into app.,Why do we need you email address? button at bottom of interface allows the user to read why does the app ask for their e-mail.,
screen shows a company progress report on a curve,on the top left corner there is a heading of the app,in the middle there is a search options by which it can be searched,on the top right corner there is a star option,in the upper middle there is a curve of progress whereas on the bottom there are different tome options for the curve,
Interface has welcome page for the application called JPay which is used to get connected with loved ones.,There is pop up showing a message which states the availability of the app depends upon the location.,There is login button in the middle to logged in the app.,At the bottom there is jpay logo,At the last bottom there is message about the availability of the facilities depending upon the region.,
This screen shows the first page of introduction for a habit tracker app.,At the bottom center, there's 3 dots which indicate how many more pages of introduction this app has.,At the bottom center, there is a small blurb about the app's purpose.,At the bottom right, there is an arrow which will allow the user to progress through the pages of introduction.,At the top center, there is a title welcoming the user to the app.,
A subwindow in the app HD Art FNAF prompting the user to leave feed back is displayed on the screen,The center area of the screen has a small window prompting the user to either leave a feedback or skip,the main screen has some information listed on the left side,The top right has two links Check for more apps and Leave feedback,At the bottom there is a download icon,
screen show loading lamudi logo,,,,,
Screen showing Fuel Buddy homepage with Dashboard options,The center of the page shows details of Dashboard of Default car,The top left of the screen has a Filter icon near to label Fuel Buddy,The top right has Settings icon,Two tabs Log and Dashboard are put under the title bar,
screen shows alarm setting options of an app,on the top left corner there is a back option with a heading set alarm,on the top right there is a setting and a information option,from top to upper bottom there are 6 7 alarm setting options repeat, volume, sound, fade in, snooze, gentle pre alarm and notes on left,on the upper bottom there is a save button,
This screen is a display of mp3 player,At the top left corner there is a link button which is the menu link button,At the top right corner a link button is displayed which can be clicked to view the other options,Below the label song list is displayed,At the bottom a song is being played is displayed,
the screen shows the to do list to the user.,the top the screen shows the tag to sort it by date, instructor and activity.,at the next top of the screen there are various buttons to search, location, home and important.,at the middle of the screen it shows the list of to list to the user and a add up button at the corner.,at the top left corner of the screen there is a button for more options.,
screen shows simple macro,in top of the screen setting option is given for set the app,top of the screen home option is given,top of the screen add option is given,top of the screen stats option is given,
This screen is a page of some account entry website,A the top left corner there is an arrow mark link button which you can click to go to the previous page,At the top left corner of the screen there is a label called manual account entry which is displayed near the arrow mark,Below the label there is a blank field in which you can enter the account name,Below the account name field there is another blank field in which you can enter the key and click on add link button to add more account,
home page of an app with a message box is shown in the screen,A message window is seen in the center of the screen asking the user to enter arguements,the main page has 8 tabs on the top with Home tab is open,the features of Home tab are listed in the center of the  page,There are certain icons on the top right side of the screen,
screen shows wallpaper page,in top right corner there is a setting option is placed where user can change their settings,left of the setting option there is a share option where user can share wallpaper,in center of the screen there are many categories of wallpapers,in top left corner there is a icon for wallpapers,
Screen showing Terms & Conditions page of the app,The center of the page has text block under the title Express Terms & Conditions on the upper part,Topmost of the page has title bar with label Terms and Conditions,There is back button on the left upper corner,There are no other buttons or links on the page.,
Screen to sign in to cosmic guide with email address,In the center of the screen, is a text field where the user inputs their email address,In the right side of the email address, have alert symbol where user can alert by this message,Below the text field, there is a login button where user can enter into the account,Below the login button, is a link the user can use to recover their email,
Screen users see while waiting for ads to be loaded,Logo located in middle of screen,Below logo is a blue bar showing the progress of the display,No additional data,No additional data,
The app is not loaded, all you see is a red loading circle.,no buttons appear usable,a share button at the top right,no other information available,unable to report anything else,
The screen depicts that of a musician's website with various links available to the user regarding them and their band.,To the top of the page you can see the text 'ATP/WTA Live',To the bottom of the page's header on the left you can see the names in order from top to bottom, 'Roland Garros' and 'Bol',To the right of the screen you can see various links highlighted by the user. They are listed from top to bottom: 'Tour Events, Challenger, Calendar, Rankings, and More',In the background behind the drop down menu you can see an obscured logo.,
screen shows the trulia app to create password,In the top right of the screen shows the close button where the user to quit the app,In the center of the screen there is a text field where the user to input their password,Below the password there is a save password where the user to save the password,Below the save password there is a link to the user to create the password later,
set up / main screen of Ring application,in the center of the screen can the main screen be seen,on the bottom there are 3 active button connected to the 'Ring' application by which can  set up a device, Log in or 'Buying a Ring Product',on the top of the screen, the common android icons can be seen such as Wifi, muted sound,  off bluetooth,  connected battery sign and time,on the bottom of the screen, the common 3 buttons for Adnroid system, Back, Home, Apps,
the homepage of Sterlok with a Cantrdiges window open is shown in the screen,A window with links to catridge is shown in the center . there are radio buttons against each catridge,the main page behind has field for Catridge,At the bottom there is an OK button on the left side,Cancel button is placed at the right bottom corner of the screen,
A page with blank space is shown in the screen,The page has Off button at the top left,The top right has a volume button,Next to Volume button there is a camera button,the bottom of the page has a large white button.,
screen show stability fixes for autozone app 2.3.1 include alarm message,in center of the screen close button is placed for close the message,in center of the screen improvement to shopping cart,search enhancement,usability enhancements and bug fixes articles placed,in back of the alarm message search field is placed in top of the screen for search the data,in center of the screen code is placed for verification,
screen show the photo uploading app in internet,In the top left side screen there is a left arrow button where the user can go to previous screen,In the top right side of the screen there is the next button where the user can go to next screen,In the bottom of the screen left side there is the button where user can select all the photo in their mobile,In the bottom of the screen right side there is the button where the user can full size the screen,
This is the main interface where the users can either log in or sign up with an account for the app,The Log In button on bottom left side of the interface allows the user to log in to the app by using existing credentials.,The Sign Up button on bottom right part of the interface allows the user to sign up with a new account to use inside the app,The arrow on bottom left screen of the app sends the user to the previous interface.,The button next to the arrow on the bottom of the interface sends the user to the menus interface.,
screen shows davyes mystery  app options,on the top there is a heading davey's mystery,in the middle there is a enter button,on the uppee bottom there is a option button,on the bottom there are different country options,
This screen allows user to create/generate the customized logo.,User can customize the logo in this screen.,User can input the image from gallery for logo creater.,user can create new logo by click on create.,User can rate the application by click on rate us.,
Screen showing window for the user to purchase featuers,The features are listed in a window remaining open at the center arranged in rows.,The features have  check boxes on the left. The user can chooes the feature by clicking it.,On the left of the window the price is listed,the window has two button at the right bottom corner one to cancel and the other one to buy features.,
This appears to be an app for 2nd grade. This allows the user to pick what 'level' or task they want to work on in math or language.,Widget in the top left corner allows users to change settings during their use of the app.,Numbers bottom allows user to start with the level 'Numbers',Locked level buttons won't allow the user to play the level until they have completed prior levels with a certain score or better,Place values button allows users to play place values level. Completion will unlock the next level,
Screen showing My Block List of the app,the top of the page has a title bar with label My Block list,On the title bar at the left side there is an arrows to previous session.,the center of the page has a picture with a label Your Block List is Empty,the bottom right of the screen has an Add button,
Screen showing video and description of Why Buy Stocks,The top center of the page has a video with a play button. User can click the button to play the screen,Just above the video there is an arrow on the left, which on clicking bring the previous session,A text block about Why Buy Stocks is put in the center bottom portion.,On the bottomost right side has a share button. User can click it to share the page.,
This is Go Keyboard Pro enabling page of an app.,The page displays a setting window where user can choose to enable or disable the go keyboard pro functionality by clicking the toggle button.,,,,
