"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.raycom.wtol-screens/screenshot_5.png","screen is loaded with news station app providing various news categories","top right shows current weather","screen shows top headlines while in home tab","second tab from the left is for top headlines","third tab from the left next to the top headlines tab is for local news","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.dlto.atom.launcher-screens/screenshot_1.png","this page home screen of moblie phone many apps are available","top left corner is date and time charge percentage is available","top middle of page is search label is available","center of page of many application are available","bottom of page is menu list contact list icon is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.active.awo.mobile.ra-screens/screenshot_2.png","","okay button confirms location services are off","cancel button cancels the notification","home button exits the app","back button goes to previous screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.natewren.linesfree-screens/screenshot_6.png","screen show apply all option","in top of the screen info option is given for user needs","in top of the screen question option is given for user needs","in top of the screen hoem contact etc option is given","center of the screen list of app are given for user needs","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.merriamwebster-screens/screenshot_6.png","this screen is a display of word games application","at the top left corner few options are displayed","below the options a search box is displayed","at the top right corner a link button is displayed which can be clicked to view the other options","at the bottom two tabs are displayed you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.darden.mobile.olivegarden-screens/screenshot_1.png","find locations for a store","can input address in box","move back and forth through the map","try inputting an address for the area","choose specific locations","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/us.rec.screen-screens/screenshot_1.png","screen where the recordings are store","in the top of the screen recordings are listed","in the center there is no info found","below the screen red button present for recording new audio","in the bottom there is a buttons for go before and exit","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.publix.main-screens/screenshot_1.png","product locator based off of a list of stores near you","gives a zip city state and storenumber field for you to search stores near you","you can apply store settings like liqoupr pharmacy etc","stores located nearby you is a field that is shown","uppper right is a profile for your account if you want to change settings","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.greetingcardshop.i.call.hd.full.screen.caller.id-screens/screenshot_5.png","the screen allows the user to set a theme","the left column that is red allows the user to pick a theme","the right column that is green allows the user to pick a theme","the bottom center button allows the user to set the theme","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.wunderground.android.weather-screens/screenshot_5.png","the app shows a map interface with locations","on the topmost left there is an arrow for refining a user location","left most side has a back icon","white icon shows locations","dark icon on the map shows current location of user","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.siplay.tourneymachine_android-screens/screenshot_3.png","this screen represent the tourney machine","at the top events is present","after that im at the event is available","below that search for an event is present","at bottom of the corner is recently viewed events is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.siplay.tourneymachine_android-screens/screenshot_3.png","screen shows tourney machine app event options","on the top there is a heading tourney machine","on the top there is a heading events","on the upper top there are three options i am at the event search for an event and register of an event","in the middle there is a text information that shows you have not viewed any event","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fitness22.workout-screens/screenshot_1.png","screen show more setting for set the app","in top of the screen setting option is given for set the app","in top of the screen profile option is given for set the profile","in top of the screen help option is given for user help","in top of the screen exercise workout progress more etc option is given for user needs","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cmcm.live-screens/screenshot_2.png","screen shows home page for live me app","bottom of screen there is error and failed message shown","in right corner of the message screen there is feedback button","bottom of the there is many icons such as facebook twitter google plus","bottom of screen there is more option display","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.edmunds-screens/screenshot_1.png","this screen requires users to enter a zip code to set the location for dealer search results","the blue underlined field to the right allows users to input a zip code","the bottom left button in gray allows users to cancel the zip code screen","the bottom right button in the gray area saves the location once the zip code is entered","the text shaded in solid black lets users know the zip code field cannot be blank","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gogii.textplus-screens/screenshot_6.png","this screen helps the user to get phone service","the pink color box showing swipe which can be used by the user to move to the next slide","the log in button helps the user to log in the user which the user has already visited the app","the sign up button helps the user to sign up the app if the user is new to the app","the six button below the picture show the different slides which can be viewed by the sliding the screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/philm.vilo.im-screens/screenshot_3.png","screen shows video option of an app","on the top left corner there is a setting option","on the top center there is a notification option","on the top right there is a flash and a reload option","on the bottom center there is a video button with three photos on right","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/paperz.fr.makeup.samples.app-screens/screenshot_1.png","this screen is a display of some make up application","at the top right corner there is an arrow mark link button which can be clicked to go back to the previous page","next to the arrow mark at the top left corner there is a label called gallery four","at the top right corner of the screen there is a link button which can be clicked to select other options","below the label and link button there are many eye make up pictures desired ones can be selected","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/paperz.fr.makeup.samples.app-screens/screenshot_1.png","this screen allows the user to view the photos in the gallery","the user can use the right most three dot button to select delete or share the images","the user can click the image to view in full size","the user can long press the images to select images","left most arrow button is used by the user to for backward","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.matchocean.com.app-screens/screenshot_1.png","screen shows age confirmation option of an app","on the top there is a heading confirm you are over eighteen to continue","on the top there is a age entering form","on the upper bottom there is a forward option","on the bottom there is a virtual numbering key board","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zizmos.equake-screens/screenshot_6.png","screen shows that new alert screen","in top of the screen back option is placed for go previous","in top of the screen save button is placed for save","in center of the screen address field is given","in center of the screen location magnitude distances to earthquake epicenter sound option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.google.android.apps.blogger-screens/screenshot_1.png","screen shows choose account alert message","in top of the screen google search option is given","in top of the screen google voice search option is also given","in center of the screen supersu app is given","in center of the screen busyboxfree app is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.water_drop-screens/screenshot_3.png","this is an ad blocker app or service","near the top and in the center is a large logo relating to the app and to the service provided","just under the app logo is a text message to the user this suggests to the user widgets and download add ons","just under the text message is a large orange button which the user can click to block ads","just under the orange button is a cancel label if the user changes his mind","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.merlin.legocal-screens/screenshot_4.png","screen show alert message for correct email address","in alert message screen ok option is given","in back of the alert message email first name field is given","in back of the alert message checkbox is given","in back of the alert message signup option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.emoji.android.emojidiy-screens/screenshot_5.png","screen shows emoji maker app rating option","on the top left corner there is a home button","on the top left there is a heading emoji maker","in the middle there is a rating option with one to five star","in the middle left there is a not now and on right there is a rate it option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lovem.fashionmeddymgirlym-screens/screenshot_1.png","this screen is a displays the privacy policy of some application","at the top left corner there is a link button which is the menu of that page","next to that menu link button there is a label known as cute girly pictures","cute girly pictures is the name of the application","below the application name there is a label called privacy policy and below that there is a brief explanation of the applications privacy policy","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hunter.agilelink-screens/screenshot_1.png","screen shows email address entering option for confirmation","on the top there is a heading hunter","in the middle there is a heading re send email confirmation with some text","in the middle there is a form for filling the email address","in the middle left there is a cancel option and on right there is a send option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.muslimconsumergroup.halalfoods-screens/screenshot_1.png","this screen is a display of some food application","at the center of the page there is a popup which is called as mcgs food","below the label there is a brief description of food ingredients and halal status","in that description there is a link which is displayed","at the bottom of the screen there is a link button called dismiss","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.orionhoroscope.daily.horoscope-screens/screenshot_2.png","screen show video blog home page","in top of the screen back option is placed for go previous","center of the screen video blog is given for user needs","in bottom of the screen favorite option is given","in bottom of the screen rating option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.microsoft.amp.apps.bingfinance-screens/screenshot_3.png","this screen allows user to choose the put and call option in trading platform with johnson and johnson stock","user can select put option in trading","user can select call option in trading","user can share this application by click on share icon in top","this screen is loading the trading page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.catscale.weighmytruck-screens/screenshot_2.png","this screen is searching for gps location","this screen is searching for truck scales","this screen showes battery life","this screen shows the time","this screen displays a home button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.rarlab.rar-screens/screenshot_1.png","screen shows a rar file folder options","on the top there is a home button of rar on left","on the top right corner there is a menu bar","on the top there is three options plus up and delete","on the upper middle there is a file goid with up one level option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pregnancyscanner.ovulation.menstrual-screens/screenshot_1.png","this screen represent the starting page of the application","in the center of the screen application logo is available","below the logo the start button is available for start the application","below the start button more apps option is available for download more similar applicaions","in the below center of the screen the exit button is available for exit the application","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.medm.atbaki-screens/screenshot_6.png","the screen provides the user with a recipe","the upper left corner allows the user to go backwards","the upper right heart icon allows the user to favorite the recipe","the upper right chat icon allows the user to message the recipe","the upper right arrow icon allows the user to forward the recipe","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.flashalerts.flashalertforallapps-screens/screenshot_3.png","screen show home page of the flash light","center of the screen on off option is given for on off the light","bottom of the screen setting option is given for set the app","bottom of the screen like option is given for user understand","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fairfax.domain-screens/screenshot_4.png","password reset screen","in the middle of the screen a message encourages users to reset a password","in the lower third of the screen users enter a valid email address to be sent password reset instructions","an error message beside the email field indicates the user entered an invalid email address","below the password reset screen grayed out buttons allow users to see how they might navigate the app after logging in","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fairfax.domain-screens/screenshot_4.png","this is a login screen allowing user to log into an app","there is an error screen on the bottom right screen","there is a space to put your email in on the bottom side of the screen","it says domain on the white screen","this is a popup that is from a game that fills up the whole screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mapmyhike.android2-screens/screenshot_4.png","this screen represent the log into facebook","in the center of the screen is a text field where the user inputs their email address","at center password is available","after that log in is available","in the bottom left hand corner there is a drop down menu that the user can select to change language settings","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/air.com.ercangigi.sitesin3d-screens/screenshot_1.png","this screen is a display of some tourist places related application","at the top center a label is displayed","the label is displayed as sites in vr which is the name of the application","below that city and country tabs are displayed","below that different tourist places are displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lyricslib.lyricslibrary-screens/screenshot_2.png","this screen displays a library window for lyric content","a back button is located at the top left","the top header bar of the screen is a local search text field","the screen will display a library of lyric content","a plus icon at the bottom right corner can be used to add lyrics search online or create a folder","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.myfico-screens/screenshot_1.png","screen of the login page for myfico app","at the top there is the logo for the app myfico","below the myfico logo there is a text field where the user can type in the user id","below the user id text field there is another text field for the password","there is a login button below the the password text field for the user to log on","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.myfico-screens/screenshot_1.png","screen to log into myfico application","on the top center is the name of the application myfico","below the title is a text input field to enter user id","below the user id text field is a password field to enter password","below the password field is a login button to log into the application","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jaumo.lesbian-screens/screenshot_1.png","the screen allows users to set a time and date for reminders","to the middle left of the screen shows month day and year","to the middle right breaks down selector to even days","near the bottom is the done confirmation button","top left you can also go back to previous screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.android.naruto-screens/screenshot_2.png","screen shows error alert message for login","in alert message screen ok option is given","in top of the screen back option is placed for go previous","in top of the screen email field is given","in top of the screen password field is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/ginlemon.flowerfree-screens/screenshot_2.png","screen show smart launcher alert message","bottom of the screen legal option is given for user needs","bottom of the screen credits option is given for user needs","bottom of the screen url option is given for user needs","in bottom of the screen back option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mfoundry.android.mb_120-screens/screenshot_2.png","screens how about page of the app","in top of the screen app list is givenf or user understand","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.idealista.android-screens/screenshot_5.png","screen to sign in with email and password","in the right top corner there is a icon to skip this sign in step","in the bottom blue color link is there to recover the login credentilas","below that pink color icon is there to get into the account","bottom of the page have a link for new users to create account","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.androidlab.videoroad-screens/screenshot_3.png","this screen is a display of preferences page","at the top left corner there is a symbol which is displayed","next to the symbol a label called preferences is displayed","below that some sub settings are displayed","you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.doctorondemand.android.patient-screens/screenshot_3.png","the screen displays the doctor on demand terms of use","in the top left of the screen is a button allowing the user to return to the previous screen","in the top right of the screen is a button allowing the user to close the terms of service","in the center of the screen the terms of service are displayed to the user","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.keyspice.comicsmaskfree-screens/screenshot_2.png","the screen provides the user with a tutorial","the top right corner allows the user to skip if the icon is clicked","the bottom dots allow the user to switch to the next page","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gotomeeting-screens/screenshot_6.png","gotomeeting page of the app is displayed in the screen","the top of the screen has search bar below the label gotomeeting","sign in link is given at the top right side","more button is placed near to sign in label","a plus button is placed at the bottom right side","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.headcode.ourgroceries-screens/screenshot_3.png","screen to rearrange products","in the screen there is a scrolling list of recipes in five columns","in list categoris right side give help button","in the last line give add a category","in the bottom left hand corner there is a drop down menu that the user can select to change rearrange categories","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.whiteclouds.kitchendesigngallery-screens/screenshot_2.png","this screen display the various option by which user can user the various features of this app","by clicking on view gallery on the option user can browse the various design gallery","on clicking my favorites user can see the saved gallery images","on clicking help option user can ask their desired query","on sharing app option user can share the app through various social media","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.whiteclouds.kitchendesigngallery-screens/screenshot_2.png","this screen is a display of kitchen design gallery application","at the left corner a symbol is displayed","next to the symbol a label is displayed as kitchen design gallery","below the label four options are displayed","you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.realbyteapps.moneymanagerfree-screens/screenshot_5.png","accounts screen for the user to enter incom and expense in each year","in the center a window with spaces for entering income expenses and total with no data","on the top left user can select year and month by clicking forward or backward button","the right top consists of flag search and filter buttons","the central window has tabs for daily calender weekly monthly and total user can click each tab to access","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.realbyteapps.moneymanagerfree-screens/screenshot_5.png","screen shows no data available for income expanse and total","there is a back option with heading on the top left corner","there are three options on the top right corner search menu and toggle","there are some option on the top in one row daily calender weekly monthly and total","there is a plus option on the bottom right corner with four options","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png","screen shows celery root and potato pancakes latkes glut","in top of the screen back option is placed for go previous","in top of the screen search option is placed","in bottom of the screen calories details is given","in bottom of the screen share favorite option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ticktockapps.android_girlywallpapers-screens/screenshot_5.png","screen shows daily page","in top left corner back option is placed for go to previous","in top right corner report option is placed for further reports","in bottom left corner there is download option is placed where user can download","in bottom right corner there is a like option is placed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.loeb.searchrx-screens/screenshot_1.png","screen that lets a user search for a perscription","top left is hamburger icon for menu","top center is icon of pills paper rx pad","center of screen is a text field to enter information","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.antivirus-screens/screenshot_5.png","screen shows security pin creating option of an app","on the top left corner there is a back button","on the top left there is a heading create security pin","on the upper middle there is a heading set a r digit pin","on the bottom there are ten number for putting pin number","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.peoplemedia.seniorsmeet-screens/screenshot_4.png","screen to sign into or join seniors meet dating website","box in center of screen in which to add your login email and password to access website","also in center box an orange link is listed after the sign on information asking if you would like to join the site","same center box last orange link asks if youve forgotten your password click to reset password","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/co.snaptee.android-screens/screenshot_4.png","screen shows that sign in","in top of the screen back option is placed for go previous","in center of the screen mail id option is placed","in center of the screen password option is placed","in bottom of the screen login button is placed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sillens.shapeupclub-screens/screenshot_1.png","the screen is showing a start up page for lifesum app","theres a log in option placed below the app name and its logo","below the log in option there three other rectangular boxes which gives user some choices","the background is a picture of food items","the three rectangular box also have a small description about the main option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sillens.shapeupclub-screens/screenshot_1.png","this is a login page of some application","at the top center there is a label called lifesum which is the name of the application","below the application name there are other labels which are displayed","in the middle there is a link button called login button","you can click on login button to login to the page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pilottravelcenters.mypilot-screens/screenshot_3.png","the screen allows the user to update an app software to the latest version","on the bottom left there is a button that the user can use to cancel this update","on the bottom right there is a button that the user can use to proceed with the update","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.km.picturequotes-screens/screenshot_1.png","highly embellished page of the app with many buttons is displayed in the screen","the center of the page has a large square with four traiangles one triangle has a cute picture","the top right of the screen has a save button","the bottom region has two rows of different buttons like brush size undo redo etc","the background of the screen is purple in color","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.km.picturequotes-screens/screenshot_1.png","different tools for editing is displayed in the screen","the top right has a save icon","the center of the page has a picture in box","editing buttons in two rows put at the bottom of the screen","user can add part of picture by clicking the plus icons in the box","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.aopeng.fashionmia-screens/screenshot_4.png","screen showing dress to purchase","in the center of screen is a image of dress to select","in the bottom is button to add the dress to cart","to the right of dress image bottom to select color","to the left of dress image is a button to select size","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.giant_ic-screens/screenshot_1.png","this screen is a page of a weather application","in the middle of the screen a dropdown is displayed in which you can select the location","at the top right corner settings link button is displayed","in the middle of the screen temperature is displayed","at the bottom week days are displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.salonsuitesolutions.salonsbyjc-screens/screenshot_1.png","this is a terms and conditions sheet","the middle text has the terms and conditions","the top banner is the title of the page","the bottom buttons allow the user to agree to the terms","there are no other clear interactions for the user","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.salonsuitesolutions.salonsbyjc-screens/screenshot_1.png","screen shows terms and conditions of an app","on the top left there is a heading terms and conditions","from top to bottom there are some text information about the terms and conditions of the app","on the bottom left there is a agree option","on the bottom right there is a disagree option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pillidapp-screens/screenshot_5.png","screen shows pillid dot com app different options","on the top left there is a back button","on the top left there is a text shows back","on the top there is a heading pillid dot com","from top to bottom there are eleven options for the app on left in one column","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mttnow.android.bcd.production-screens/screenshot_2.png","screen shows trip details of an app in a smartphone screen","there is a cross option on the top right corner for closing the app","in the middle there is a smartphone window","on the bottom there are some text about trip details","on the bottom there is swipe options for next details","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mttnow.android.bcd.production-screens/screenshot_2.png","this screen is a display of trip related application","at the top right corner there is a link button which can be clicked to close the page","at the bottom a label called trip details is displayed","below the label another information is given","below the information scroller is displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_2.png","screen to create new text by the user with editing options","in the center there is a box for the user to enter new text","on the top left there are edit and delete buttons for formatting the text","next to editing buttons there is save button and refresh button","share button magnification comment layer and more buttons are placed in the same row at the top of the screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/putitout.kidlr-screens/screenshot_6.png","screen showing questionnaire for the user","the center of the page has rows of quiostionnaire for the user","the background of the page is gray in color","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.samapoh.carfaultdiagnosis-screens/screenshot_2.png","screen show car fault diagnosis problem page","in top of the screen setting option is given for set the app","top of the screen hvac problem option is given for user needs","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.samapoh.carfaultdiagnosis-screens/screenshot_2.png","this screen is a display of car fault diagnosis application","at the top center there is a label is displayed as car fault diagnosis","at the top right corner a link button is displayed which can be clicked to view the other options","at the top center a label is displayed as hvac problems","below the hvac label few other options are displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/tech.hexa-screens/screenshot_2.png","the interface shows the application disconnection screen","it has three buttons","there is an contact button with envelope sign you can contact by email or message","there is an rate us button to rate the application liking","there is orange button connect to get connected with the application","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/de.affinitas.za.co.elitesingles.and-screens/screenshot_1.png","screen is a registration login screen","top of the screen has a green area with a brand logo","bottom of the screen has two text boxes for email and password","below the text boxes has a button to let new users to register","very bottom has links to terms and conditions and privacy policy","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lelic.speedcam-screens/screenshot_2.png","the screen asks the user if they are certain that they want to update the databases","the button on below the warning on the left hand side would make the user say no to the question","the button on below the warning on the right hand side would make the user say yes to the question","in the top left hand corner the user can elect the button to go back a page","in the top right hand corner the user can search or refresh the page","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.soundcloud.android-screens/screenshot_1.png","this is a forgot password page of some application","at the top left corner there is a label called forgot your password","below the label a blank field is displayed","in the blank field enter the valid email address","below the email address field an instruction is displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/net.andromo.dev58853.app253634-screens/screenshot_2.png","android phone open with songs displayed","songs displayed on android","list of songs","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.epsilon.division-screens/screenshot_1.png","this screen is a display of online training application","at the top center there are three options","the three options are as follows learning training and scores","below the options there is an image of some mathematics sum","at the bottom there is a label called choose between training and learning","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.yahoo.mobile.client.android.yahoo-screens/screenshot_6.png","screen shows sign in option of an app","on the top left corner there is a back button","on the top there is a heading explore","in the middle there are some text about sign in","in the middle there is a sign in button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobile.android.eris-screens/screenshot_2.png","this screen represent facebook login page to connect android eris","in the center there are two text field to enter email and password","below the text fields login button is available","below the login button recover option is available","in the bottom language change settings is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/tool.music.ringtonemaker-screens/screenshot_4.png","app that lets you set music for rigtione notification and or alarm","buttons to trim musc down as well as start time and end time of the clip that you want","button to save the ringtone","button to share the ringtone","can zoom in and zoom out with plus buttons on magnify icons","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fivemobile.thescore-screens/screenshot_1.png","this screen is a display of some sports related application","at the top center a label is displayed","the label is displayed as favorite sports","at the top right corner there is a link button which can be used to go to the next page","below the label there are many sport names displayed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.thunder-screens/screenshot_2.png","screen show edit location app","in top of the screen back option is placed for go previous","in top of the screen delete option is given for delete the location","in top of the screen search field is given for search the location","bottom of the search field list of country is given for user needs","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.infolife.ezweather.widget.thunder-screens/screenshot_2.png","this screen allows users to input the location detail to search in application","user can search the locations in search bar","this screen lists the previously searched location input","in this screen we can delete the location which is searched by click on delete icon in top","user can go back to the screen by click on back option in top of the screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.Livewallpaper.UpperFamily-screens/screenshot_2.png","this screen allows the user to select a wallpaper","the bar at the top under the upper class family wallpaper title allows selection between different categories","the separate white selectable tiles are for more specific wallpapers","the popup text is asking whether or not the user wishes to download hd nature wallpapers from the play store with yes and no as choices","the bottom of the image is the home selection buttons on an android phone","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bupt.koala.dateb-screens/screenshot_3.png","this page requires you to enter your profile details","first fields is to upload your profile photo","next field is to enter the nickname","third field is to enter the height and the fourth is to enter the weight","the popup is to select the height and it is selected as one hundred fifty cm","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gunbroker.android-screens/screenshot_3.png","screen shows hunting store page","in top left corner back option is placed for go to previous","in top right corner there is a setting option where user can change their settings","right of the setting option there is a share option where user can share","in center of the screen there are many hunting tools are available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.whiteclouds.ceilingdesignsgallery-screens/screenshot_2.png","screen shows ceiling design gallery app option","on the top left there is a heading ceiling design gallery","on the top right corner there is a menu bar","on the upper top there are five options share folder setting star and full screen","in the middle there is a picture number input option with ok button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindbodyonline.connect-screens/screenshot_6.png","screen is showing a popup message","at the center is a popup message","at the center popup message sis to give feedback your email address will be seen by the mindbody team","pop up has tow buttons on the bottom left is for cancel and right is for open email","top and bottom are blank","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/org.idisciple.idiscipleapp-screens/screenshot_5.png","screen shows sign up page","in top left corner back option is placed for go to previous","below the back option there is a sign up button where user can sign up using facebook","below the sign up button there is a text field where user can input their email","below the email text field there is a another text field where user can input their password","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.uefa.ucl-screens/screenshot_6.png","screen show detail of champions league matches","in top of the screen setting option is given for set the app","in top of the screen dot option is placed","in center of the screen details option is given for user needs","in center of the screen share option is given for user needs","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mizmowireless.acctmgt-screens/screenshot_6.png","screen show username password homepage","in top of the screen step are described for user needs","in top of the screen cancel option is given for user needs","top of the screen next option is given for go next","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mizmowireless.acctmgt-screens/screenshot_6.png","this screen is a display of some login application","at the top center a label is displayed known as username password","at the top right corner there is a link button which is known as cancel","below the label there is an information about username or password","at the blank field ypu must enter the answer and click on next link button to proceed further","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.alensw.PicFolder-screens/screenshot_6.png","screen showing a loading page of uber app","there is a loading icon at the center of the page","the top left of the page has a filter icon","the right top has search icon","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.Adanel.QC-screens/screenshot_3.png","screen shows adanel app starting page","on the top there is heading adanel","on the upper middle there is a heading meet new people","in the middle there are some portrait image of peoples","on the bottom there is a i want to meet people option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.alifesoftware.stocktrainer-screens/screenshot_1.png","this screen is a display of password recovery of some application","at the top left corner a label is displayed as stock trainer which is the name of the application","below the application name there is a blank field in which you can enter the email address","at the middle behind the popup there is a display of label known as user error","the popup is displayed with a link button called ok","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lyrebirdstudio.pip_collage-screens/screenshot_1.png","this screen is a display of some photo editor application","at the top right corner few link buttons are displayed","at the top center a picture is displayed","below the picture many options are displayed","you can choose your desired option","N/A"
